768	3265	288768	8.81569542140496E8	1.6418453768987795E10
129	291	287232	8.787713165778208E8	1.6376748935784454E10
2341	7430	287232	8.759865293065808E8	1.6335218010288921E10
436	1889	285952	8.73215089999132E8	1.6293859925366243E10
114	243	285696	8.70456909120349E8	1.6252673622666058E10
369	1706	285696	8.67711897918996E8	1.6211658052531425E10
1488	5486	285184	8.64979968419215E8	1.6170812173908842E10
4760	11456	284928	8.622610334121256E8	1.6130134954259403E10
1802	6316	283904	8.595550064475255E8	1.6089625369470957E10
2627	7925	282880	8.568618018257098E8	1.6049282403771519E10
1973	6675	282752	8.541813345893857E8	1.600910504964363E10
3670	9595	282624	8.515135205156984E8	1.5969092307739832E10
1883	6471	281344	8.488582761083548E8	1.5929243186799187E10
181	684	280576	8.462155185898528E8	1.588955670356483E10
1444	5400	280128	8.435851658938041E8	1.5850031882702501E10
6444	13953	278528	8.409671366573614E8	1.581066775672015E10
170	637	277504	8.383613502137382E8	1.5771463365888445E10
444	1913	277248	8.357677265848224E8	1.5732417758162304E10
12032	22291	276736	8.331861864738896E8	1.569352998910339E10
3057	8642	275200	8.306166512584015E8	1.565479912180352E10
146	513	274944	8.280590429829015E8	1.5616224226809027E10
787	3302	274432	8.255132843519934E8	1.5577804382046015E10
3370	9116	274212	8.22979298723417E8	1.5539538672746582E10
260	1241	274176	8.204570101012006E8	1.5501426191375835E10
2891	8372	273664	8.179463431289084E8	1.546346603755989E10
1367	5000	273408	8.154472230829659E8	1.5425657318014652E10
724	3112	272640	8.129595758660719E8	1.5387999146475506E10
1599	5668	272640	8.104833280006919E8	1.5350490643627827E10
1221	4668	272384	8.080184066226314E8	1.5313130937038336E10
1422	5324	272128	8.055647394746898E8	1.5275919161087238E10
515	2151	271112	8.031222549003934E8	1.523885445690124E10
3907	9930	271104	8.006908818378031E8	1.5201935972287268E10
